Code,Category,Year,Emissions
COL,1A3e,1970,0.022242
COL,1A4,1970,49.4125937
COL,1B1,1970,37.6818
COL,1B2,1970,340.730338
COL,1B2x,1970,
COL,2B,1970,0.0096637
COL,4A,1970,1159.7038
COL,4B,1970,27.4083704
COL,4C,1970,92.88255
COL,4F,1970,5.13278144
COL,6A,1970,41.8521
COL,6B,1970,113.63236050000002
COL,6C,1970,0.23264
ECU,1A1a,1970,0.0093644705
ECU,1A1bc,1970,0.00239239
ECU,1A2,1970,0.16976299999999997
ECU,1A3a,1970,
ECU,1A3b,1970,0.46977629000000004
ECU,1A3c,1970,
ECU,1A3d,1970,
ECU,1A3e,1970,0.02055
ECU,1A4,1970,12.3670866
ECU,1B2,1970,201.5849527
ECU,2B,1970,3.276e-05
ECU,4A,1970,146.733
ECU,4B,1970,5.602698828
ECU,4C,1970,39.87588
ECU,4F,1970,2.4434765169999997
ECU,6A,1970,7.55958
ECU,6B,1970,32.97413495
ECU,6C,1970,0.20085
FLK,1A1a,1970,8.307775e-05
FLK,1A1bc,1970,
FLK,1A2,1970,0.000238564041
FLK,1A3a,1970,
FLK,1A3b,1970,5.62579835e-05
FLK,1A3d,1970,
FLK,1A3e,1970,
FLK,1A4,1970,0.002752358710999999
FLK,1B1,1970,0.000926791
FLK,1B2,1970,0.002970690501
FLK,4A,1970,3.9490020000000006
FLK,4B,1970,0.07742514
FLK,6A,1970,0.0038891
FLK,6B,1970,0.00995275856
FLK,6C,1970,0.0008900183
GUF,1A1a,1970,0.008652611000000001
GUF,1A1bc,1970,
GUF,1A2,1970,0.008637159499999998
GUF,1A3a,1970,
GUF,1A3b,1970,0.00137214688
GUF,1A3d,1970,
GUF,1A3e,1970,
GUF,1A4,1970,0.047122868770000007
GUF,1B1,1970,0.014651
GUF,1B2,1970,0.09357911661
GUF,4A,1970,0.15713209
GUF,4B,1970,0.0139442043
GUF,4C,1970,0.0020751739999999995
GUF,4F,1970,0.0015044068999999999
GUF,6A,1970,0.110265
GUF,6B,1970,0.276177819
GUF,6C,1970,0.00561068
GUY,1A1a,1970,0.01414527
GUY,1A1bc,1970,
GUY,1A2,1970,0.09071102699999999
GUY,1A3a,1970,
GUY,1A3b,1970,0.0203652562
GUY,1A3d,1970,
